label,enhancer_distance_to_promoter,enhancer_chrom,enhancer_start,enhancer_end,enhancer_name,promoter_chrom,promoter_start,promoter_end,promoter_name
1,92874.5,chr9,613609,614420,HMEC|chr9:613609-614420,chr9,705389,707389,HMEC|chr9:706888-706889
1,203979.5,chr16,30645324,30645427,HMEC|chr16:30645324-30645427,chr16,30440896,30442896,HMEC|chr16:30441395-30441396
1,334212.5,chr6,134829951,134830542,HMEC|chr6:134829951-134830542,chr6,134495534,134497534,HMEC|chr6:134496033-134496034
1,333117.5,chr6,134829951,134830542,HMEC|chr6:134829951-134830542,chr6,134496629,134498629,HMEC|chr6:134497128-134497129
1,204452.0,chr16,30645428,30646268,HMEC|chr16:30645428-30646268,chr16,30440896,30442896,HMEC|chr16:30441395-30441396
1,205238.0,chr16,30645428,30646268,HMEC|chr16:30645428-30646268,chr16,30440110,30442110,HMEC|chr16:30440609-30440610
1,51576.5,chr10,134262204,134262293,HMEC|chr10:134262204-134262293,chr10,134209172,134211172,HMEC|chr10:134210671-134210672
1,51283.5,chr10,134261716,134262195,HMEC|chr10:134261716-134262195,chr10,134209172,134211172,HMEC|chr10:134210671-134210672
1,82280.5,chr7,134199304,134199667,HMEC|chr7:134199304-134199667,chr7,134116705,134118705,HMEC|chr7:134117204-134117205
1,80894.5,chr7,134197933,134198266,HMEC|chr7:134197933-134198266,chr7,134116705,134118705,HMEC|chr7:134117204-134117205
1,264481.0,chr13,30689062,30689542,HMEC|chr13:30689062-30689542,chr13,30424321,30426321,HMEC|chr13:30424820-30424821
1,144615.0,chr9,133733786,133734110,HMEC|chr9:133733786-133734110,chr9,133587833,133589833,HMEC|chr9:133589332-133589333
1,64453.0,chr14,31559766,31560354,HMEC|chr14:31559766-31560354,chr14,31495107,31497107,HMEC|chr14:31495606-31495607
1,204765.5,chr16,30645324,30645427,HMEC|chr16:30645324-30645427,chr16,30440110,30442110,HMEC|chr16:30440609-30440610
1,236609.0,chr6,138425028,138425352,HMEC|chr6:138425028-138425352,chr6,138187081,138189081,HMEC|chr6:138188580-138188581
1,44389.5,chr20,30198193,30198306,HMEC|chr20:30198193-30198306,chr20,30152360,30154360,HMEC|chr20:30153859-30153860
1,99214.0,chr15,30212806,30213124,HMEC|chr15:30212806-30213124,chr15,30113251,30115251,HMEC|chr15:30113750-30113751
1,44780.0,chr20,30198318,30198962,HMEC|chr20:30198318-30198962,chr20,30152360,30154360,HMEC|chr20:30153859-30153860
1,74621.5,chr9,139513814,139516057,HMEC|chr9:139513814-139516057,chr9,139439814,139441814,HMEC|chr9:139440313-139440314
1,74271.5,chr9,139513814,139516057,HMEC|chr9:139513814-139516057,chr9,139439164,139441164,HMEC|chr9:139440663-139440664
1,170221.0,chr6,139138838,139139516,HMEC|chr6:139138838-139139516,chr6,139308898,139310898,HMEC|chr6:139309397-139309398
1,170217.0,chr6,139138838,139139516,HMEC|chr6:139138838-139139516,chr6,139308894,139310894,HMEC|chr6:139309393-139309394
1,169735.0,chr6,139138838,139139516,HMEC|chr6:139138838-139139516,chr6,139308412,139310412,HMEC|chr6:139308911-139308912
1,169691.0,chr6,139138838,139139516,HMEC|chr6:139138838-139139516,chr6,139308368,139310368,HMEC|chr6:139308867-139308868
1,45769.0,chr20,30199356,30199902,HMEC|chr20:30199356-30199902,chr20,30152360,30154360,HMEC|chr20:30153859-30153860
1,303960.0,chr6,138732339,138732877,HMEC|chr6:138732339-138732877,chr6,138428148,138430148,HMEC|chr6:138428647-138428648
1,98259.0,chr15,30212806,30213124,HMEC|chr15:30212806-30213124,chr15,30114206,30116206,HMEC|chr15:30114705-30114706
1,98734.0,chr15,30212806,30213124,HMEC|chr15:30212806-30213124,chr15,30113731,30115731,HMEC|chr15:30114230-30114231
1,98878.0,chr15,30213285,30213883,HMEC|chr15:30213285-30213883,chr15,30114206,30116206,HMEC|chr15:30114705-30114706
1,236731.0,chr6,138425028,138425352,HMEC|chr6:138425028-138425352,chr6,138186959,138188959,HMEC|chr6:138188458-138188459
1,99353.0,chr15,30213285,30213883,HMEC|chr15:30213285-30213883,chr15,30113731,30115731,HMEC|chr15:30114230-30114231
1,99833.0,chr15,30213285,30213883,HMEC|chr15:30213285-30213883,chr15,30113251,30115251,HMEC|chr15:30113750-30113751
1,103107.0,chr15,30217600,30218026,HMEC|chr15:30217600-30218026,chr15,30114206,30116206,HMEC|chr15:30114705-30114706
1,103582.0,chr15,30217600,30218026,HMEC|chr15:30217600-30218026,chr15,30113731,30115731,HMEC|chr15:30114230-30114231
1,104062.0,chr15,30217600,30218026,HMEC|chr15:30217600-30218026,chr15,30113251,30115251,HMEC|chr15:30113750-30113751
1,119393.0,chr7,30442941,30443691,HMEC|chr7:30442941-30443691,chr7,30322423,30324423,HMEC|chr7:30323922-30323923
1,302946.0,chr6,138731380,138731808,HMEC|chr6:138731380-138731808,chr6,138428148,138430148,HMEC|chr6:138428647-138428648
1,73408.0,chr13,30497782,30498676,HMEC|chr13:30497782-30498676,chr13,30424321,30426321,HMEC|chr13:30424820-30424821
1,237675.5,chr6,138425864,138426405,HMEC|chr6:138425864-138426405,chr6,138186959,138188959,HMEC|chr6:138188458-138188459
1,237553.5,chr6,138425864,138426405,HMEC|chr6:138425864-138426405,chr6,138187081,138189081,HMEC|chr6:138188580-138188581
1,129798.5,chr21,30541080,30541707,HMEC|chr21:30541080-30541707,chr21,30669692,30671692,HMEC|chr21:30671191-30671192
1,142027.5,chr8,102104676,102104949,HMEC|chr8:102104676-102104949,chr8,101962285,101964285,HMEC|chr8:101962784-101962785
1,141135.5,chr8,102104676,102104949,HMEC|chr8:102104676-102104949,chr8,101963177,101965177,HMEC|chr8:101963676-101963677
1,226776.0,chr16,14622972,14623304,HMEC|chr16:14622972-14623304,chr16,14394862,14396862,HMEC|chr16:14396361-14396362
1,371029.0,chr12,52543103,52543781,HMEC|chr12:52543103-52543781,chr12,52913971,52915971,HMEC|chr12:52914470-52914471
1,227301.0,chr5,52552444,52553046,HMEC|chr5:52552444-52553046,chr5,52778546,52780546,HMEC|chr5:52780045-52780046
1,222341.5,chr5,52553658,52554137,HMEC|chr5:52553658-52554137,chr5,52774739,52776739,HMEC|chr5:52776238-52776239
1,222558.5,chr5,52553658,52554137,HMEC|chr5:52553658-52554137,chr5,52774956,52776956,HMEC|chr5:52776455-52776456
1,225543.5,chr5,52553658,52554137,HMEC|chr5:52553658-52554137,chr5,52777941,52779941,HMEC|chr5:52779440-52779441
1,226148.5,chr5,52553658,52554137,HMEC|chr5:52553658-52554137,chr5,52778546,52780546,HMEC|chr5:52780045-52780046
1,221045.0,chr5,52555033,52555355,HMEC|chr5:52555033-52555355,chr5,52774739,52776739,HMEC|chr5:52776238-52776239
1,221262.0,chr5,52555033,52555355,HMEC|chr5:52555033-52555355,chr5,52774956,52776956,HMEC|chr5:52776455-52776456
1,224247.0,chr5,52555033,52555355,HMEC|chr5:52555033-52555355,chr5,52777941,52779941,HMEC|chr5:52779440-52779441
1,224852.0,chr5,52555033,52555355,HMEC|chr5:52555033-52555355,chr5,52778546,52780546,HMEC|chr5:52780045-52780046
1,94157.5,chr12,52721305,52721762,HMEC|chr12:52721305-52721762,chr12,52625876,52627876,HMEC|chr12:52627375-52627376
1,94635.5,chr12,52721305,52721762,HMEC|chr12:52721305-52721762,chr12,52625398,52627398,HMEC|chr12:52626897-52626898
1,95084.5,chr12,52721305,52721762,HMEC|chr12:52721305-52721762,chr12,52624949,52626949,HMEC|chr12:52626448-52626449
1,121458.0,chr16,69019816,69020154,HMEC|chr16:69019816-69020154,chr16,69139943,69141943,HMEC|chr16:69141442-69141443
1,120527.0,chr16,69019816,69020154,HMEC|chr16:69019816-69020154,chr16,69139012,69141012,HMEC|chr16:69140511-69140512
1,126773.0,chr12,52784769,52785143,HMEC|chr12:52784769-52785143,chr12,52911229,52913229,HMEC|chr12:52911728-52911729
1,127945.0,chr12,52784769,52785143,HMEC|chr12:52784769-52785143,chr12,52912401,52914401,HMEC|chr12:52912900-52912901
1,129222.0,chr12,52784769,52785143,HMEC|chr12:52784769-52785143,chr12,52913678,52915678,HMEC|chr12:52914177-52914178
1,129515.0,chr12,52784769,52785143,HMEC|chr12:52784769-52785143,chr12,52913971,52915971,HMEC|chr12:52914470-52914471
1,244060.0,chr14,69015736,69016058,HMEC|chr14:69015736-69016058,chr14,69259457,69261457,HMEC|chr14:69259956-69259957
1,242063.0,chr14,69015736,69016058,HMEC|chr14:69015736-69016058,chr14,69257460,69259460,HMEC|chr14:69257959-69257960
1,244793.5,chr14,69014915,69015412,HMEC|chr14:69014915-69015412,chr14,69259457,69261457,HMEC|chr14:69259956-69259957
1,126119.5,chr12,52785454,52785765,HMEC|chr12:52785454-52785765,chr12,52911229,52913229,HMEC|chr12:52911728-52911729
1,127291.5,chr12,52785454,52785765,HMEC|chr12:52785454-52785765,chr12,52912401,52914401,HMEC|chr12:52912900-52912901
1,128568.5,chr12,52785454,52785765,HMEC|chr12:52785454-52785765,chr12,52913678,52915678,HMEC|chr12:52914177-52914178
1,128861.5,chr12,52785454,52785765,HMEC|chr12:52785454-52785765,chr12,52913971,52915971,HMEC|chr12:52914470-52914471
1,226696.0,chr5,52552444,52553046,HMEC|chr5:52552444-52553046,chr5,52777941,52779941,HMEC|chr5:52779440-52779441
1,223711.0,chr5,52552444,52553046,HMEC|chr5:52552444-52553046,chr5,52774956,52776956,HMEC|chr5:52776455-52776456
1,223494.0,chr5,52552444,52553046,HMEC|chr5:52552444-52553046,chr5,52774739,52776739,HMEC|chr5:52776238-52776239
1,365024.0,chr12,52546657,52546753,HMEC|chr12:52546657-52546753,chr12,52911229,52913229,HMEC|chr12:52911728-52911729
1,112561.5,chr16,69027771,69028130,HMEC|chr16:69027771-69028130,chr16,69139012,69141012,HMEC|chr16:69140511-69140512
1,366419.0,chr12,52545168,52545452,HMEC|chr12:52545168-52545452,chr12,52911229,52913229,HMEC|chr12:52911728-52911729
1,367591.0,chr12,52545168,52545452,HMEC|chr12:52545168-52545452,chr12,52912401,52914401,HMEC|chr12:52912900-52912901
1,368868.0,chr12,52545168,52545452,HMEC|chr12:52545168-52545452,chr12,52913678,52915678,HMEC|chr12:52914177-52914178
1,369161.0,chr12,52545168,52545452,HMEC|chr12:52545168-52545452,chr12,52913971,52915971,HMEC|chr12:52914470-52914471
1,365648.5,chr12,52545765,52546396,HMEC|chr12:52545765-52546396,chr12,52911229,52913229,HMEC|chr12:52911728-52911729
1,366820.5,chr12,52545765,52546396,HMEC|chr12:52545765-52546396,chr12,52912401,52914401,HMEC|chr12:52912900-52912901
1,368097.5,chr12,52545765,52546396,HMEC|chr12:52545765-52546396,chr12,52913678,52915678,HMEC|chr12:52914177-52914178
1,368390.5,chr12,52545765,52546396,HMEC|chr12:52545765-52546396,chr12,52913971,52915971,HMEC|chr12:52914470-52914471
1,114901.5,chr16,69026318,69026765,HMEC|chr16:69026318-69026765,chr16,69139943,69141943,HMEC|chr16:69141442-69141443
1,113970.5,chr16,69026318,69026765,HMEC|chr16:69026318-69026765,chr16,69139012,69141012,HMEC|chr16:69140511-69140512
1,366196.0,chr12,52546657,52546753,HMEC|chr12:52546657-52546753,chr12,52912401,52914401,HMEC|chr12:52912900-52912901
1,115454.5,chr16,69024823,69025292,HMEC|chr16:69024823-69025292,chr16,69139012,69141012,HMEC|chr16:69140511-69140512
1,367473.0,chr12,52546657,52546753,HMEC|chr12:52546657-52546753,chr12,52913678,52915678,HMEC|chr12:52914177-52914178
1,367766.0,chr12,52546657,52546753,HMEC|chr12:52546657-52546753,chr12,52913971,52915971,HMEC|chr12:52914470-52914471
1,364940.0,chr12,52546761,52546817,HMEC|chr12:52546761-52546817,chr12,52911229,52913229,HMEC|chr12:52911728-52911729
1,366112.0,chr12,52546761,52546817,HMEC|chr12:52546761-52546817,chr12,52912401,52914401,HMEC|chr12:52912900-52912901
1,367389.0,chr12,52546761,52546817,HMEC|chr12:52546761-52546817,chr12,52913678,52915678,HMEC|chr12:52914177-52914178
1,367682.0,chr12,52546761,52546817,HMEC|chr12:52546761-52546817,chr12,52913971,52915971,HMEC|chr12:52914470-52914471
1,362298.5,chr12,52549198,52549663,HMEC|chr12:52549198-52549663,chr12,52911229,52913229,HMEC|chr12:52911728-52911729
1,363470.5,chr12,52549198,52549663,HMEC|chr12:52549198-52549663,chr12,52912401,52914401,HMEC|chr12:52912900-52912901
1,364747.5,chr12,52549198,52549663,HMEC|chr12:52549198-52549663,chr12,52913678,52915678,HMEC|chr12:52914177-52914178
1,365040.5,chr12,52549198,52549663,HMEC|chr12:52549198-52549663,chr12,52913971,52915971,HMEC|chr12:52914470-52914471
1,116385.5,chr16,69024823,69025292,HMEC|chr16:69024823-69025292,chr16,69139943,69141943,HMEC|chr16:69141442-69141443
1,242796.5,chr14,69014915,69015412,HMEC|chr14:69014915-69015412,chr14,69257460,69259460,HMEC|chr14:69257959-69257960
1,245464.5,chr14,69014352,69014633,HMEC|chr14:69014352-69014633,chr14,69259457,69261457,HMEC|chr14:69259956-69259957
1,243467.5,chr14,69014352,69014633,HMEC|chr14:69014352-69014633,chr14,69257460,69259460,HMEC|chr14:69257959-69257960
1,353866.5,chr12,53267454,53268635,HMEC|chr12:53267454-53268635,chr12,52913678,52915678,HMEC|chr12:52914177-52914178
1,140998.5,chr16,68125484,68125955,HMEC|chr16:68125484-68125955,chr16,68266218,68268218,HMEC|chr16:68266717-68266718
1,137328.5,chr16,68125484,68125955,HMEC|chr16:68125484-68125955,chr16,68262548,68264548,HMEC|chr16:68263047-68263048
1,38853.0,chr13,52985633,52986175,HMEC|chr13:52985633-52986175,chr13,53024257,53026257,HMEC|chr13:53024756-53024757
1,350761.0,chr12,53265004,53265460,HMEC|chr12:53265004-53265460,chr12,52913971,52915971,HMEC|chr12:52914470-52914471
1,351054.0,chr12,53265004,53265460,HMEC|chr12:53265004-53265460,chr12,52913678,52915678,HMEC|chr12:52914177-52914178
1,145314.0,chr16,67554959,67555747,HMEC|chr16:67554959-67555747,chr16,67700167,67702167,HMEC|chr16:67700666-67700667
1,351568.0,chr12,53265822,53266256,HMEC|chr12:53265822-53266256,chr12,52913971,52915971,HMEC|chr12:52914470-52914471
1,351861.0,chr12,53265822,53266256,HMEC|chr12:53265822-53266256,chr12,52913678,52915678,HMEC|chr12:52914177-52914178
1,352471.0,chr12,53266830,53267054,HMEC|chr12:53266830-53267054,chr12,52913971,52915971,HMEC|chr12:52914470-52914471
1,352764.0,chr12,53266830,53267054,HMEC|chr12:53266830-53267054,chr12,52913678,52915678,HMEC|chr12:52914177-52914178
1,353573.5,chr12,53267454,53268635,HMEC|chr12:53267454-53268635,chr12,52913971,52915971,HMEC|chr12:52914470-52914471
1,129800.0,chr11,67030798,67031154,HMEC|chr11:67030798-67031154,chr11,67159276,67161276,HMEC|chr11:67160775-67160776
1,144767.5,chr16,68125484,68125955,HMEC|chr16:68125484-68125955,chr16,68269987,68271987,HMEC|chr16:68270486-68270487
1,128447.0,chr11,67030798,67031154,HMEC|chr11:67030798-67031154,chr11,67157923,67159923,HMEC|chr11:67159422-67159423
1,2671.5,chr6,53412498,53412699,HMEC|chr6:53412498-53412699,chr6,53409427,53411427,HMEC|chr6:53409926-53409927
1,3026.0,chr6,53412699,53413207,HMEC|chr6:53412699-53413207,chr6,53409427,53411427,HMEC|chr6:53409926-53409927
1,110571.0,chr16,53809981,53810535,HMEC|chr16:53809981-53810535,chr16,53919329,53921329,HMEC|chr16:53920828-53920829
1,130299.5,chr11,67030194,67030759,HMEC|chr11:67030194-67030759,chr11,67159276,67161276,HMEC|chr11:67160775-67160776
1,105515.5,chr16,53815058,53815569,HMEC|chr16:53815058-53815569,chr16,53919329,53921329,HMEC|chr16:53920828-53920829
1,128946.5,chr11,67030194,67030759,HMEC|chr11:67030194-67030759,chr11,67157923,67159923,HMEC|chr11:67159422-67159423
1,395512.5,chr8,66945218,66946283,HMEC|chr8:66945218-66946283,chr8,67339763,67341763,HMEC|chr8:67341262-67341263
1,102465.5,chr16,53818155,53818572,HMEC|chr16:53818155-53818572,chr16,53919329,53921329,HMEC|chr16:53920828-53920829
1,397170.5,chr8,66943967,66944218,HMEC|chr8:66943967-66944218,chr8,67339763,67341763,HMEC|chr8:67341262-67341263
1,400841.5,chr8,66940129,66940714,HMEC|chr8:66940129-66940714,chr8,67339763,67341763,HMEC|chr8:67341262-67341263
1,144315.5,chr16,68125484,68125955,HMEC|chr16:68125484-68125955,chr16,68269535,68271535,HMEC|chr16:68270034-68270035
1,60044.5,chr12,52973829,52974616,HMEC|chr12:52973829-52974616,chr12,52913678,52915678,HMEC|chr12:52914177-52914178
1,125299.5,chr12,52786146,52786713,HMEC|chr12:52786146-52786713,chr12,52911229,52913229,HMEC|chr12:52911728-52911729
1,67998.5,chr1,68219203,68219512,HMEC|chr1:68219203-68219512,chr1,68149859,68151859,HMEC|chr1:68151358-68151359
1,126471.5,chr12,52786146,52786713,HMEC|chr12:52786146-52786713,chr12,52912401,52914401,HMEC|chr12:52912900-52912901
1,127748.5,chr12,52786146,52786713,HMEC|chr12:52786146-52786713,chr12,52913678,52915678,HMEC|chr12:52914177-52914178
1,128041.5,chr12,52786146,52786713,HMEC|chr12:52786146-52786713,chr12,52913971,52915971,HMEC|chr12:52914470-52914471
1,69210.0,chr1,68219764,68220144,HMEC|chr1:68219764-68220144,chr1,68149244,68151244,HMEC|chr1:68150743-68150744
1,69070.0,chr1,68219764,68220144,HMEC|chr1:68219764-68220144,chr1,68149384,68151384,HMEC|chr1:68150883-68150884
1,69042.0,chr1,68219764,68220144,HMEC|chr1:68219764-68220144,chr1,68149412,68151412,HMEC|chr1:68150911-68150912
1,68595.0,chr1,68219764,68220144,HMEC|chr1:68219764-68220144,chr1,68149859,68151859,HMEC|chr1:68151358-68151359
1,68613.5,chr1,68219203,68219512,HMEC|chr1:68219203-68219512,chr1,68149244,68151244,HMEC|chr1:68150743-68150744
1,51813.5,chr12,52834486,52835969,HMEC|chr12:52834486-52835969,chr12,52886541,52888541,HMEC|chr12:52887040-52887041
1,68473.5,chr1,68219203,68219512,HMEC|chr1:68219203-68219512,chr1,68149384,68151384,HMEC|chr1:68150883-68150884
1,68445.5,chr1,68219203,68219512,HMEC|chr1:68219203-68219512,chr1,68149412,68151412,HMEC|chr1:68150911-68150912
1,66296.5,chr1,68216941,68217140,HMEC|chr1:68216941-68217140,chr1,68149244,68151244,HMEC|chr1:68150743-68150744
1,59751.5,chr12,52973829,52974616,HMEC|chr12:52973829-52974616,chr12,52913971,52915971,HMEC|chr12:52914470-52914471
1,66156.5,chr1,68216941,68217140,HMEC|chr1:68216941-68217140,chr1,68149384,68151384,HMEC|chr1:68150883-68150884
1,66128.5,chr1,68216941,68217140,HMEC|chr1:68216941-68217140,chr1,68149412,68151412,HMEC|chr1:68150911-68150912
1,65681.5,chr1,68216941,68217140,HMEC|chr1:68216941-68217140,chr1,68149859,68151859,HMEC|chr1:68151358-68151359
1,50369.0,chr12,52836344,52837000,HMEC|chr12:52836344-52837000,chr12,52886541,52888541,HMEC|chr12:52887040-52887041
1,65059.0,chr1,68215310,68216296,HMEC|chr1:68215310-68216296,chr1,68149244,68151244,HMEC|chr1:68150743-68150744
1,64919.0,chr1,68215310,68216296,HMEC|chr1:68215310-68216296,chr1,68149384,68151384,HMEC|chr1:68150883-68150884
1,64891.0,chr1,68215310,68216296,HMEC|chr1:68215310-68216296,chr1,68149412,68151412,HMEC|chr1:68150911-68150912
1,64444.0,chr1,68215310,68216296,HMEC|chr1:68215310-68216296,chr1,68149859,68151859,HMEC|chr1:68151358-68151359
1,101419.5,chr13,52923126,52923549,HMEC|chr13:52923126-52923549,chr13,53024257,53026257,HMEC|chr13:53024756-53024757
1,106236.5,chr13,52923126,52923549,HMEC|chr13:52923126-52923549,chr13,53028074,53030074,HMEC|chr13:53029573-53029574
1,106264.5,chr13,52923126,52923549,HMEC|chr13:52923126-52923549,chr13,53028102,53030102,HMEC|chr13:53029601-53029602
1,113492.5,chr16,69027771,69028130,HMEC|chr16:69027771-69028130,chr16,69139943,69141943,HMEC|chr16:69141442-69141443
1,370736.0,chr12,52543103,52543781,HMEC|chr12:52543103-52543781,chr12,52913678,52915678,HMEC|chr12:52914177-52914178
1,50996.0,chr11,72898765,72899283,HMEC|chr11:72898765-72899283,chr11,72948520,72950520,HMEC|chr11:72950019-72950020
1,369459.0,chr12,52543103,52543781,HMEC|chr12:52543103-52543781,chr12,52912401,52914401,HMEC|chr12:52912900-52912901
1,5053.5,chr9,71783904,71784151,HMEC|chr9:71783904-71784151,chr9,71787581,71789581,HMEC|chr9:71789080-71789081
1,47803.5,chr9,71783904,71784151,HMEC|chr9:71783904-71784151,chr9,71734724,71736724,HMEC|chr9:71736223-71736224
1,198966.5,chr15,51177947,51178010,HMEC|chr15:51177947-51178010,chr15,50978512,50980512,HMEC|chr15:50979011-50979012
1,199010.5,chr15,51177947,51178010,HMEC|chr15:51177947-51178010,chr15,50978468,50980468,HMEC|chr15:50978967-50978968
1,114588.5,chr17,71338226,71338725,HMEC|chr17:71338226-71338725,chr17,71223387,71225387,HMEC|chr17:71223886-71223887
1,110103.5,chr17,71338226,71338725,HMEC|chr17:71338226-71338725,chr17,71226872,71228872,HMEC|chr17:71228371-71228372
1,109969.5,chr17,71338226,71338725,HMEC|chr17:71338226-71338725,chr17,71228006,71230006,HMEC|chr17:71228505-71228506
1,109965.5,chr17,71338226,71338725,HMEC|chr17:71338226-71338725,chr17,71228010,71230010,HMEC|chr17:71228509-71228510
1,109942.5,chr17,71338226,71338725,HMEC|chr17:71338226-71338725,chr17,71228033,71230033,HMEC|chr17:71228532-71228533
1,199213.5,chr15,51178041,51178410,HMEC|chr15:51178041-51178410,chr15,50978512,50980512,HMEC|chr15:50979011-50979012
1,199257.5,chr15,51178041,51178410,HMEC|chr15:51178041-51178410,chr15,50978468,50980468,HMEC|chr15:50978967-50978968
1,109699.5,chr17,71338226,71338725,HMEC|chr17:71338226-71338725,chr17,71227276,71229276,HMEC|chr17:71228775-71228776
1,77721.0,chr19,51435065,51435167,HMEC|chr19:51435065-51435167,chr19,51512337,51514337,HMEC|chr19:51512836-51512837
1,77774.0,chr19,51435065,51435167,HMEC|chr19:51435065-51435167,chr19,51512390,51514390,HMEC|chr19:51512889-51512890
1,114136.5,chr17,71337905,71338142,HMEC|chr17:71337905-71338142,chr17,71223387,71225387,HMEC|chr17:71223886-71223887
1,109651.5,chr17,71337905,71338142,HMEC|chr17:71337905-71338142,chr17,71226872,71228872,HMEC|chr17:71228371-71228372
1,109517.5,chr17,71337905,71338142,HMEC|chr17:71337905-71338142,chr17,71228006,71230006,HMEC|chr17:71228505-71228506
1,109513.5,chr17,71337905,71338142,HMEC|chr17:71337905-71338142,chr17,71228010,71230010,HMEC|chr17:71228509-71228510
1,109490.5,chr17,71337905,71338142,HMEC|chr17:71337905-71338142,chr17,71228033,71230033,HMEC|chr17:71228532-71228533
1,109247.5,chr17,71337905,71338142,HMEC|chr17:71337905-71338142,chr17,71227276,71229276,HMEC|chr17:71228775-71228776
1,112705.0,chr17,71336249,71336935,HMEC|chr17:71336249-71336935,chr17,71223387,71225387,HMEC|chr17:71223886-71223887
1,108220.0,chr17,71336249,71336935,HMEC|chr17:71336249-71336935,chr17,71226872,71228872,HMEC|chr17:71228371-71228372
1,108086.0,chr17,71336249,71336935,HMEC|chr17:71336249-71336935,chr17,71228006,71230006,HMEC|chr17:71228505-71228506
1,108082.0,chr17,71336249,71336935,HMEC|chr17:71336249-71336935,chr17,71228010,71230010,HMEC|chr17:71228509-71228510
1,108059.0,chr17,71336249,71336935,HMEC|chr17:71336249-71336935,chr17,71228033,71230033,HMEC|chr17:71228532-71228533
1,198609.5,chr15,51177349,51177806,HMEC|chr15:51177349-51177806,chr15,50978468,50980468,HMEC|chr15:50978967-50978968
1,198565.5,chr15,51177349,51177806,HMEC|chr15:51177349-51177806,chr15,50978512,50980512,HMEC|chr15:50979011-50979012
1,2923.0,chr9,71785926,71786390,HMEC|chr9:71785926-71786390,chr9,71787581,71789581,HMEC|chr9:71789080-71789081
1,193581.0,chr15,51172443,51172655,HMEC|chr15:51172443-51172655,chr15,50978468,50980468,HMEC|chr15:50978967-50978968
1,51797.5,chr11,72898179,72898266,HMEC|chr11:72898179-72898266,chr11,72948520,72950520,HMEC|chr11:72950019-72950020
1,464819.5,chr11,72898179,72898266,HMEC|chr11:72898179-72898266,chr11,72432903,72434903,HMEC|chr11:72433402-72433403
1,236725.0,chr14,50566036,50566548,HMEC|chr14:50566036-50566548,chr14,50329067,50331067,HMEC|chr14:50329566-50329567
1,245660.0,chr14,50566036,50566548,HMEC|chr14:50566036-50566548,chr14,50320132,50322132,HMEC|chr14:50320631-50320632
1,246371.0,chr14,50566036,50566548,HMEC|chr14:50566036-50566548,chr14,50319421,50321421,HMEC|chr14:50319920-50319921
1,246753.0,chr14,50566036,50566548,HMEC|chr14:50566036-50566548,chr14,50319039,50321039,HMEC|chr14:50319538-50319539
1,52400.0,chr11,72897451,72897789,HMEC|chr11:72897451-72897789,chr11,72948520,72950520,HMEC|chr11:72950019-72950020
1,464217.0,chr11,72897451,72897789,HMEC|chr11:72897451-72897789,chr11,72432903,72434903,HMEC|chr11:72433402-72433403
1,53013.5,chr11,72896840,72897173,HMEC|chr11:72896840-72897173,chr11,72948520,72950520,HMEC|chr11:72950019-72950020
1,463603.5,chr11,72896840,72897173,HMEC|chr11:72896840-72897173,chr11,72432903,72434903,HMEC|chr11:72433402-72433403
1,193537.0,chr15,51172443,51172655,HMEC|chr15:51172443-51172655,chr15,50978512,50980512,HMEC|chr15:50979011-50979012
1,193964.0,chr15,51172785,51173167,HMEC|chr15:51172785-51173167,chr15,50978512,50980512,HMEC|chr15:50979011-50979012
1,49934.0,chr9,71785926,71786390,HMEC|chr9:71785926-71786390,chr9,71734724,71736724,HMEC|chr9:71736223-71736224
1,194008.0,chr15,51172785,51173167,HMEC|chr15:51172785-51173167,chr15,50978468,50980468,HMEC|chr15:50978967-50978968
1,194986.5,chr15,51173291,51174706,HMEC|chr15:51173291-51174706,chr15,50978512,50980512,HMEC|chr15:50979011-50979012
1,195030.5,chr15,51173291,51174706,HMEC|chr15:51173291-51174706,chr15,50978468,50980468,HMEC|chr15:50978967-50978968
1,53690.0,chr11,72895867,72896793,HMEC|chr11:72895867-72896793,chr11,72948520,72950520,HMEC|chr11:72950019-72950020
1,462927.0,chr11,72895867,72896793,HMEC|chr11:72895867-72896793,chr11,72432903,72434903,HMEC|chr11:72433402-72433403
1,197309.0,chr15,51176056,51176586,HMEC|chr15:51176056-51176586,chr15,50978512,50980512,HMEC|chr15:50979011-50979012
1,197353.0,chr15,51176056,51176586,HMEC|chr15:51176056-51176586,chr15,50978468,50980468,HMEC|chr15:50978967-50978968
1,98831.5,chr3,72396888,72397587,HMEC|chr3:72396888-72397587,chr3,72495569,72497569,HMEC|chr3:72496068-72496069
1,100179.0,chr3,72395600,72396180,HMEC|chr3:72395600-72396180,chr3,72495569,72497569,HMEC|chr3:72496068-72496069
1,197925.0,chr15,51176747,51177127,HMEC|chr15:51176747-51177127,chr15,50978512,50980512,HMEC|chr15:50979011-50979012
1,197969.0,chr15,51176747,51177127,HMEC|chr15:51176747-51177127,chr15,50978468,50980468,HMEC|chr15:50978967-50978968
1,107816.0,chr17,71336249,71336935,HMEC|chr17:71336249-71336935,chr17,71227276,71229276,HMEC|chr17:71228775-71228776
1,107956.0,chr17,71331233,71332453,HMEC|chr17:71331233-71332453,chr17,71223387,71225387,HMEC|chr17:71223886-71223887
1,103471.0,chr17,71331233,71332453,HMEC|chr17:71331233-71332453,chr17,71226872,71228872,HMEC|chr17:71228371-71228372
